DATE/TIME,"Limbang, SARAWAK","ILP Miri, SARAWAK","Kapit, SARAWAK","Samarahan, SARAWAK","Kuching, SARAWAK"
1/28/2019 11:00,22,53,37,24,41
1/28/2019 12:00,23,53,36,24,40
1/28/2019 13:00,23,53,35,24,40
1/28/2019 14:00,27,53,35,24,40
1/28/2019 15:00,34,53,35,23,40
1/28/2019 16:00,44,53,34,23,42
1/28/2019 17:00,52,53,34,23,42
1/28/2019 18:00,54,52,34,23,44
1/28/2019 19:00,56,52,35,23,44
1/28/2019 20:00,58,52,35,24,45
1/28/2019 21:00,59,52,34,25,48
1/28/2019 22:00,59,52,33,25,49
1/28/2019 23:00,59,52,32,26,50
1/29/2019 0:00,59,51,32,26,50
1/29/2019 1:00,59,51,32,26,49
1/29/2019 2:00,59,48,32,26,48
1/29/2019 3:00,59,47,32,26,47
1/29/2019 4:00,60,45,33,26,48
1/29/2019 5:00,60,43,33,26,47
1/29/2019 6:00,60,41,33,26,48
1/29/2019 7:00,60,40,34,26,47
1/29/2019 8:00,60,39,33,26,47
1/29/2019 9:00,60,37,33,27,47
1/29/2019 10:00,59,38,34,27,46
1/29/2019 11:00,60,38,34,27,46
1/29/2019 12:00,59,37,35,27,46
1/29/2019 13:00,60,37,37,28,48
1/29/2019 14:00,60,37,36,28,48
1/29/2019 15:00,60,36,37,30,48
1/29/2019 16:00,60,36,37,30,49
1/29/2019 17:00,60,37,37,30,49
1/29/2019 18:00,61,37,37,32,49
1/29/2019 19:00,61,36,35,31,49
1/29/2019 20:00,61,36,37,31,49
1/29/2019 21:00,61,36,38,31,48
1/29/2019 22:00,62,36,37,30,45
1/29/2019 23:00,62,34,38,30,45
1/30/2019 0:00,62,34,38,29,44
1/30/2019 1:00,62,34,38,28,44
1/30/2019 2:00,63,35,38,27,43
1/30/2019 3:00,63,36,37,26,43
1/30/2019 4:00,63,36,37,25,42
1/30/2019 5:00,64,38,36,25,43
1/30/2019 6:00,65,38,36,24,43
1/30/2019 7:00,65,36,34,24,41
1/30/2019 8:00,64,38,35,24,41
1/30/2019 9:00,64,38,35,23,40
1/30/2019 10:00,64,38,35,23,39
1/30/2019 11:00,64,36,33,23,38
1/30/2019 12:00,65,35,32,22,38
1/30/2019 13:00,65,34,31,20,37
1/30/2019 14:00,64,36,32,20,38
1/30/2019 15:00,62,37,31,19,36
1/30/2019 16:00,61,36,32,18,34
1/30/2019 17:00,59,35,32,19,34
1/30/2019 18:00,57,36,32,17,34
1/30/2019 19:00,55,35,31,16,34
1/30/2019 20:00,53,36,27,15,33
1/30/2019 21:00,51,37,27,13,32
1/30/2019 22:00,51,36,27,12,32
1/30/2019 23:00,51,38,27,11,31
1/31/2019 0:00,51,37,27,11,31
1/31/2019 1:00,51,37,27,11,32
1/31/2019 2:00,51,36,28,12,34
1/31/2019 3:00,50,35,29,12,33
1/31/2019 4:00,47,35,29,11,34
1/31/2019 5:00,45,36,29,12,32
1/31/2019 6:00,42,36,30,12,31
1/31/2019 7:00,44,37,31,12,32
1/31/2019 8:00,46,37,30,11,32
1/31/2019 9:00,48,37,30,12,31
1/31/2019 10:00,49,37,30,12,32
1/31/2019 11:00,49,37,30,12,32
1/31/2019 12:00,49,37,30,12,31
1/31/2019 13:00,48,38,30,13,32
1/31/2019 14:00,49,38,30,13,30
1/31/2019 15:00,52,37,29,14,31
1/31/2019 16:00,53,39,29,15,31
1/31/2019 17:00,53,39,29,15,30
1/31/2019 18:00,53,40,28,17,29
1/31/2019 19:00,53,39,32,18,28
1/31/2019 20:00,52,39,35,19,27
1/31/2019 21:00,52,38,37,20,27
1/31/2019 22:00,52,38,38,20,27
1/31/2019 23:00,51,38,38,21,26
2/1/2019 0:00,50,38,37,22,25
2/1/2019 1:00,49,38,38,22,24
2/1/2019 2:00,48,37,37,22,22
2/1/2019 3:00,47,35,37,22,22
2/1/2019 4:00,46,36,37,23,21
2/1/2019 5:00,45,34,38,23,22
2/1/2019 6:00,44,33,39,22,23
2/1/2019 7:00,43,35,39,22,21
2/1/2019 8:00,42,34,39,22,21
2/1/2019 9:00,40,32,39,21,22
2/1/2019 10:00,40,32,40,21,22
2/1/2019 11:00,38,33,40,21,23
2/1/2019 12:00,38,35,41,21,25
2/1/2019 13:00,37,36,40,21,24
2/1/2019 14:00,37,33,40,21,24
2/1/2019 15:00,36,33,41,22,24
2/1/2019 16:00,36,31,42,23,23
2/1/2019 17:00,38,33,42,24,23
2/1/2019 18:00,38,32,44,23,24
2/1/2019 19:00,37,35,40,23,24
2/1/2019 20:00,36,35,39,24,26
2/1/2019 21:00,37,36,38,23,25
2/1/2019 22:00,39,37,38,23,25
2/1/2019 23:00,41,37,38,23,26
2/2/2019 0:00,42,37,40,23,26
2/2/2019 1:00,42,39,39,24,27
2/2/2019 2:00,41,42,39,26,28
2/2/2019 3:00,41,45,40,25,29
2/2/2019 4:00,41,44,40,24,30
2/2/2019 5:00,42,46,40,25,30
2/2/2019 6:00,42,48,38,25,31
2/2/2019 7:00,43,48,39,25,32
2/2/2019 8:00,45,51,39,25,33
2/2/2019 9:00,47,52,39,25,33
2/2/2019 10:00,48,52,39,26,32
2/2/2019 11:00,49,52,39,26,32
2/2/2019 12:00,49,52,41,26,31
2/2/2019 13:00,50,53,43,26,32
2/2/2019 14:00,51,54,43,25,32
2/2/2019 15:00,51,54,43,24,33
2/2/2019 16:00,51,54,43,23,33
2/2/2019 17:00,51,54,42,23,33
2/2/2019 18:00,51,54,40,24,34
2/2/2019 19:00,51,53,40,24,34
2/2/2019 20:00,52,54,39,23,35
2/2/2019 21:00,52,54,40,24,36
2/2/2019 22:00,52,55,39,24,37
2/2/2019 23:00,52,56,39,25,38
2/3/2019 0:00,52,57,38,26,40
2/3/2019 1:00,53,57,37,25,41
2/3/2019 2:00,53,56,38,22,41
2/3/2019 3:00,53,56,36,23,41
2/3/2019 4:00,53,56,36,23,40
2/3/2019 5:00,53,55,35,22,39
2/3/2019 6:00,53,55,37,22,37
2/3/2019 7:00,53,55,36,21,36
2/3/2019 8:00,53,54,36,21,36
2/3/2019 9:00,52,54,36,21,35
2/3/2019 10:00,52,53,34,20,36
2/3/2019 11:00,52,53,34,20,37
2/3/2019 12:00,52,53,32,20,37
2/3/2019 13:00,52,52,31,20,37
2/3/2019 14:00,53,52,30,20,37
2/3/2019 15:00,53,51,29,20,37
2/3/2019 16:00,53,52,29,19,36
2/3/2019 17:00,53,52,29,18,35
2/3/2019 18:00,53,52,29,17,35
2/3/2019 19:00,53,52,29,16,37
2/3/2019 20:00,53,52,27,16,35
2/3/2019 21:00,53,52,25,16,36
2/3/2019 22:00,53,51,25,16,35
2/3/2019 23:00,53,45,23,16,34
2/4/2019 0:00,53,44,22,14,31
2/4/2019 1:00,53,45,22,13,30
2/4/2019 2:00,53,46,22,14,29
2/4/2019 3:00,53,46,22,14,29
2/4/2019 4:00,53,46,21,15,31
2/4/2019 5:00,53,46,21,15,32
2/4/2019 6:00,53,45,20,16,34
2/4/2019 7:00,53,46,19,17,35
2/4/2019 8:00,53,45,20,18,35
2/4/2019 9:00,53,44,20,19,35
2/4/2019 10:00,53,43,20,20,35
2/4/2019 11:00,53,42,20,20,34
2/4/2019 12:00,53,42,20,21,33
2/4/2019 13:00,53,41,21,21,33
2/4/2019 14:00,53,41,22,21,34
2/4/2019 15:00,53,41,22,20,34
2/4/2019 16:00,53,38,21,20,35
2/4/2019 17:00,53,48,23,20,36
2/4/2019 18:00,53,53,23,20,36
2/4/2019 19:00,53,54,25,21,36
2/4/2019 20:00,53,55,26,22,39
2/4/2019 21:00,53,56,27,22,41
2/4/2019 22:00,53,57,28,23,43
2/4/2019 23:00,53,57,29,23,43
2/5/2019 0:00,54,57,28,24,46
2/5/2019 1:00,54,57,29,24,51
2/5/2019 2:00,57,57,30,25,67
2/5/2019 3:00,57,58,31,27,78
2/5/2019 4:00,57,58,31,29,88
2/5/2019 5:00,57,59,32,31,95
2/5/2019 6:00,57,59,33,32,100
2/5/2019 7:00,58,59,33,32,103
2/5/2019 8:00,58,59,32,33,105
2/5/2019 9:00,58,60,32,32,105
2/5/2019 10:00,58,60,32,32,105
2/5/2019 11:00,58,59,32,33,106
2/5/2019 12:00,58,61,31,34,106
2/5/2019 13:00,58,61,31,35,106
2/5/2019 14:00,58,61,30,34,106
2/5/2019 15:00,58,61,30,35,106
2/5/2019 16:00,58,61,32,35,106
2/5/2019 17:00,58,59,32,35,106
2/5/2019 18:00,58,57,33,35,106
2/5/2019 19:00,58,56,32,35,106
2/5/2019 20:00,58,55,32,35,105
2/5/2019 21:00,58,53,31,35,104
2/5/2019 22:00,58,52,31,35,104
2/5/2019 23:00,58,53,32,35,104
2/6/2019 0:00,57,53,33,34,103
2/6/2019 1:00,57,53,33,34,102
2/6/2019 2:00,54,53,32,34,85
2/6/2019 3:00,54,53,32,32,73
2/6/2019 4:00,54,53,33,30,64
2/6/2019 5:00,54,52,32,30,57
2/6/2019 6:00,54,52,32,30,52
2/6/2019 7:00,54,52,34,29,49
2/6/2019 8:00,53,52,34,28,42
2/6/2019 9:00,53,52,33,28,41
2/6/2019 10:00,53,52,34,27,40
2/6/2019 11:00,53,52,34,25,39
2/6/2019 12:00,53,49,34,23,37
2/6/2019 13:00,53,50,35,23,36
2/6/2019 14:00,53,49,34,24,37
2/6/2019 15:00,53,49,36,25,36
2/6/2019 16:00,53,47,33,26,36
2/6/2019 17:00,53,46,32,27,36
2/6/2019 18:00,53,52,32,28,36
2/6/2019 19:00,53,53,35,27,35
2/6/2019 20:00,53,53,36,27,36
2/6/2019 21:00,53,53,36,28,36
2/6/2019 22:00,53,53,38,29,37
2/6/2019 23:00,53,52,37,30,36
2/7/2019 0:00,53,52,38,30,37
2/7/2019 1:00,53,52,38,31,37
2/7/2019 2:00,53,52,39,31,38
2/7/2019 3:00,53,51,39,32,37
2/7/2019 4:00,52,51,38,33,38
2/7/2019 5:00,52,51,38,33,37
2/7/2019 6:00,52,51,38,33,37
2/7/2019 7:00,52,51,37,33,37
2/7/2019 8:00,52,51,36,33,38
2/7/2019 9:00,52,51,36,34,40
2/7/2019 10:00,52,50,35,35,42
2/7/2019 11:00,52,49,35,37,43
2/7/2019 12:00,52,47,36,39,43
2/7/2019 13:00,52,47,35,39,44
2/7/2019 14:00,52,46,36,39,46
2/7/2019 15:00,52,45,36,38,46
2/7/2019 16:00,52,45,35,37,47
2/7/2019 17:00,52,46,35,36,47
2/7/2019 18:00,52,49,35,35,47
2/7/2019 19:00,52,41,33,34,47
2/7/2019 20:00,52,42,31,33,46
2/7/2019 21:00,52,40,30,32,47
2/7/2019 22:00,52,40,29,31,45
2/7/2019 23:00,52,40,29,29,45
2/8/2019 0:00,53,39,28,28,44
2/8/2019 1:00,53,40,27,27,43
2/8/2019 2:00,53,41,26,26,41
2/8/2019 3:00,53,42,25,25,39
2/8/2019 4:00,53,42,25,24,36
2/8/2019 5:00,53,43,24,22,34
2/8/2019 6:00,53,42,23,21,32
2/8/2019 7:00,53,46,22,20,31
2/8/2019 8:00,54,46,22,20,29
2/8/2019 9:00,54,51,23,19,28
2/8/2019 10:00,54,51,23,18,26
2/8/2019 11:00,54,51,22,17,25
2/8/2019 12:00,54,51,22,16,26
2/8/2019 13:00,54,52,21,15,26
2/8/2019 14:00,54,52,22,15,25
2/8/2019 15:00,55,52,21,15,25
2/8/2019 16:00,55,52,22,15,25
2/8/2019 17:00,55,52,22,15,24
2/8/2019 18:00,55,45,21,15,23
2/8/2019 19:00,55,46,20,16,23
2/8/2019 20:00,55,46,20,16,24
2/8/2019 21:00,55,48,22,16,23
2/8/2019 22:00,55,47,23,15,24
2/8/2019 23:00,56,49,23,16,25
2/9/2019 0:00,56,52,24,16,28
2/9/2019 1:00,56,52,24,17,28
2/9/2019 2:00,56,52,24,17,28
2/9/2019 3:00,56,52,24,19,32
2/9/2019 4:00,56,52,25,20,36
2/9/2019 5:00,56,51,26,21,39
2/9/2019 6:00,56,51,27,22,42
2/9/2019 7:00,56,48,28,22,45
2/9/2019 8:00,56,52,28,24,48
2/9/2019 9:00,56,47,28,25,49
2/9/2019 10:00,56,48,28,27,50
2/9/2019 11:00,56,48,29,28,50
2/9/2019 12:00,56,47,29,30,51
2/9/2019 13:00,56,43,29,30,51
2/9/2019 14:00,56,44,29,31,51
2/9/2019 15:00,55,46,31,32,51
2/9/2019 16:00,54,44,31,33,51
2/9/2019 17:00,53,44,31,33,51
2/9/2019 18:00,53,44,31,33,51
2/9/2019 19:00,53,43,30,32,51
2/9/2019 20:00,53,44,31,32,51
2/9/2019 21:00,53,42,32,33,52
2/9/2019 22:00,52,43,30,33,51
2/9/2019 23:00,52,43,28,33,51
2/10/2019 0:00,52,38,29,33,49
2/10/2019 1:00,52,40,29,32,50
2/10/2019 2:00,52,40,29,32,50
2/10/2019 3:00,52,40,29,32,50
2/10/2019 4:00,52,41,30,32,47
2/10/2019 5:00,52,44,31,31,46
2/10/2019 6:00,52,48,29,32,45
2/10/2019 7:00,52,49,29,33,44
2/10/2019 8:00,52,46,31,32,42
2/10/2019 9:00,52,48,31,31,40
2/10/2019 10:00,52,50,31,29,41
2/10/2019 11:00,51,49,32,28,41
2/10/2019 12:00,51,50,32,27,41
2/10/2019 13:00,52,50,34,26,41
2/10/2019 14:00,52,49,35,27,40
2/10/2019 15:00,52,48,34,27,39
2/10/2019 16:00,53,51,37,27,39
2/10/2019 17:00,54,49,39,28,39
2/10/2019 18:00,54,49,41,29,39
2/10/2019 19:00,53,50,42,32,39
2/10/2019 20:00,53,50,43,34,39
2/10/2019 21:00,53,49,41,34,39
2/10/2019 22:00,53,49,42,34,38
2/10/2019 23:00,53,47,43,35,39
2/11/2019 0:00,53,48,43,36,41
2/11/2019 1:00,53,44,44,36,41
2/11/2019 2:00,53,44,45,37,40
2/11/2019 3:00,53,44,46,37,39
2/11/2019 4:00,53,42,45,38,39
2/11/2019 5:00,53,40,45,39,40
2/11/2019 6:00,53,36,46,38,40
2/11/2019 7:00,53,35,46,37,40
2/11/2019 8:00,53,33,46,37,41
2/11/2019 9:00,53,31,47,37,42
2/11/2019 10:00,53,30,47,36,41
2/11/2019 11:00,53,32,46,35,41
2/11/2019 12:00,53,33,45,35,41
2/11/2019 13:00,53,35,45,36,40
2/11/2019 14:00,53,35,44,35,40
2/11/2019 15:00,53,36,42,35,40
2/11/2019 16:00,53,35,40,35,41
2/11/2019 17:00,53,36,37,34,41
2/11/2019 18:00,53,37,36,32,41
2/11/2019 19:00,53,38,36,30,41
2/11/2019 20:00,53,38,36,30,40
2/11/2019 21:00,54,38,35,29,40
2/11/2019 22:00,54,37,35,28,40
2/11/2019 23:00,54,37,34,28,40
2/12/2019 0:00,54,37,34,27,39
2/12/2019 1:00,54,39,33,27,39
2/12/2019 2:00,55,38,31,27,38
2/12/2019 3:00,54,39,32,26,37
2/12/2019 4:00,54,41,33,25,37
2/12/2019 5:00,55,44,32,25,37
2/12/2019 6:00,55,45,32,24,37
2/12/2019 7:00,55,45,31,24,37
2/12/2019 8:00,55,46,30,23,36
2/12/2019 9:00,55,47,29,25,35
2/12/2019 10:00,55,48,30,25,35
2/12/2019 11:00,55,48,31,27,35
2/12/2019 12:00,55,47,30,26,36
2/12/2019 13:00,55,45,29,27,37
2/12/2019 14:00,55,44,29,27,38
2/12/2019 15:00,55,44,32,26,39
2/12/2019 16:00,55,46,31,25,39
2/12/2019 17:00,55,44,31,25,39
2/12/2019 18:00,55,44,30,26,39
2/12/2019 19:00,55,42,33,27,40
2/12/2019 20:00,55,42,35,25,42
2/12/2019 21:00,55,44,35,25,42
2/12/2019 22:00,56,46,36,25,43
2/12/2019 23:00,56,47,37,24,42
2/13/2019 0:00,56,46,37,24,41
2/13/2019 1:00,58,46,37,22,40
2/13/2019 2:00,58,46,38,21,39
2/13/2019 3:00,58,47,38,21,39
2/13/2019 4:00,58,46,37,21,38
2/13/2019 5:00,58,44,36,19,37
2/13/2019 6:00,58,44,36,19,35
2/13/2019 7:00,58,44,37,19,34
2/13/2019 8:00,58,44,37,19,36
2/13/2019 9:00,57,43,36,17,36
2/13/2019 10:00,57,42,35,18,36
2/13/2019 11:00,57,42,35,16,37
2/13/2019 12:00,57,42,36,16,36
2/13/2019 13:00,57,42,36,15,36
2/13/2019 14:00,57,42,37,14,34
2/13/2019 15:00,57,41,36,14,36
2/13/2019 16:00,58,41,37,15,35
2/13/2019 17:00,58,42,37,15,35
2/13/2019 18:00,57,42,37,15,35
2/13/2019 19:00,58,42,34,15,34
2/13/2019 20:00,57,41,32,15,34
2/13/2019 21:00,57,41,31,15,34
2/13/2019 22:00,57,41,31,16,34
2/13/2019 23:00,56,41,30,16,35
2/14/2019 0:00,56,41,29,17,37
2/14/2019 1:00,54,41,29,17,38
2/14/2019 2:00,54,42,28,17,40
2/14/2019 3:00,54,42,28,18,41
2/14/2019 4:00,54,44,30,18,40
2/14/2019 5:00,54,47,30,19,40
2/14/2019 6:00,54,47,30,20,42
2/14/2019 7:00,54,48,30,21,42
2/14/2019 8:00,54,49,30,21,43
2/14/2019 9:00,54,50,31,21,42
2/14/2019 10:00,54,51,32,22,41
2/14/2019 11:00,55,52,33,23,41
2/14/2019 12:00,55,52,34,24,42
2/14/2019 13:00,55,52,33,25,43
2/14/2019 14:00,55,53,33,25,44
2/14/2019 15:00,55,53,32,26,42
2/14/2019 16:00,55,53,33,25,44
2/14/2019 17:00,55,53,34,26,45
2/14/2019 18:00,55,54,42,28,46
2/14/2019 19:00,54,54,44,29,51
2/14/2019 20:00,55,54,46,30,53
2/14/2019 21:00,55,54,47,31,53
2/14/2019 22:00,55,54,47,32,53
2/14/2019 23:00,55,54,48,33,52
2/15/2019 0:00,55,54,49,33,52
2/15/2019 1:00,56,54,50,33,52
2/15/2019 2:00,55,54,51,34,52
2/15/2019 3:00,55,54,51,35,52
2/15/2019 4:00,55,54,51,35,52
2/15/2019 5:00,55,53,51,34,53
2/15/2019 6:00,55,53,51,33,53
2/15/2019 7:00,55,53,51,32,52
2/15/2019 8:00,55,53,51,31,52
2/15/2019 9:00,55,53,51,32,52
2/15/2019 10:00,55,53,51,30,52
2/15/2019 11:00,55,53,49,29,52
2/15/2019 12:00,55,53,48,27,52
2/15/2019 13:00,54,53,47,25,51
2/15/2019 14:00,54,53,46,25,51
2/15/2019 15:00,54,53,46,23,50
2/15/2019 16:00,54,53,46,24,49
2/15/2019 17:00,54,53,47,24,49
2/15/2019 18:00,55,53,38,23,47
2/15/2019 19:00,55,53,35,22,42
2/15/2019 20:00,55,53,33,21,30
2/15/2019 21:00,56,54,32,19,28
2/15/2019 22:00,56,54,31,18,28
2/15/2019 23:00,56,54,29,18,28
2/16/2019 0:00,56,54,28,17,28
2/16/2019 1:00,56,54,28,16,27
2/16/2019 2:00,56,54,28,16,26
2/16/2019 3:00,56,54,27,15,27
2/16/2019 4:00,56,54,27,15,26
2/16/2019 5:00,56,54,27,15,25
2/16/2019 6:00,56,54,27,15,23
2/16/2019 7:00,57,54,26,15,24
2/16/2019 8:00,57,55,26,15,25
2/16/2019 9:00,56,55,26,16,26
2/16/2019 10:00,56,56,24,16,27
2/16/2019 11:00,57,55,25,16,27
2/16/2019 12:00,57,55,27,18,27
2/16/2019 13:00,57,55,31,19,27
2/16/2019 14:00,57,55,31,19,28
2/16/2019 15:00,57,55,31,20,30
2/16/2019 16:00,57,55,29,19,31
2/16/2019 17:00,57,55,29,18,30
2/16/2019 18:00,57,55,29,17,30
2/16/2019 19:00,56,55,29,17,31
2/16/2019 20:00,56,55,29,17,31
2/16/2019 21:00,56,55,30,17,31
2/16/2019 22:00,56,55,30,17,32
2/16/2019 23:00,56,56,32,18,32
2/17/2019 0:00,56,56,32,18,32
2/17/2019 1:00,56,56,31,19,33
2/17/2019 2:00,56,56,30,19,32
2/17/2019 3:00,56,56,30,18,31
2/17/2019 4:00,57,57,31,18,31
2/17/2019 5:00,56,57,30,18,32
2/17/2019 6:00,57,57,30,18,32
2/17/2019 7:00,57,58,31,18,33
2/17/2019 8:00,57,58,30,18,32
2/17/2019 9:00,58,57,30,18,31
2/17/2019 10:00,58,57,31,18,30
2/17/2019 11:00,58,57,31,18,30
2/17/2019 12:00,58,57,30,17,30
2/17/2019 13:00,58,57,26,17,29
2/17/2019 14:00,58,57,29,18,28
2/17/2019 15:00,58,57,27,19,27
2/17/2019 16:00,58,56,29,19,27
2/17/2019 17:00,58,56,28,19,26
2/17/2019 18:00,59,56,30,19,26
2/17/2019 19:00,59,56,32,19,26
2/17/2019 20:00,60,56,31,18,26
2/17/2019 21:00,59,57,31,17,27
2/17/2019 22:00,58,57,30,16,26
2/17/2019 23:00,58,57,29,16,26
2/18/2019 0:00,57,56,28,16,26
2/18/2019 1:00,57,56,28,15,26
2/18/2019 2:00,57,55,29,14,26
2/18/2019 3:00,58,56,28,15,27
2/18/2019 4:00,58,55,27,16,26
2/18/2019 5:00,57,55,27,16,26
2/18/2019 6:00,57,55,27,17,27
2/18/2019 7:00,57,54,27,16,26
2/18/2019 8:00,57,54,27,16,27
2/18/2019 9:00,56,54,27,16,28
2/18/2019 10:00,56,54,26,16,28
2/18/2019 11:00,56,54,26,16,28
2/18/2019 12:00,56,54,26,16,28
2/18/2019 13:00,56,54,26,15,29
2/18/2019 14:00,56,53,24,16,30
2/18/2019 15:00,56,53,27,15,30
2/18/2019 16:00,55,54,25,15,31
2/18/2019 17:00,55,53,26,14,32
2/18/2019 18:00,55,54,26,14,34
2/18/2019 19:00,55,53,25,15,34
2/18/2019 20:00,55,53,28,15,35
2/18/2019 21:00,55,53,29,16,35
2/18/2019 22:00,55,52,29,16,37
2/18/2019 23:00,55,52,29,17,38
2/19/2019 0:00,55,52,31,20,40
2/19/2019 1:00,55,53,31,22,41
2/19/2019 2:00,55,53,31,23,42
2/19/2019 3:00,55,52,32,23,45
2/19/2019 4:00,55,52,33,23,47
2/19/2019 5:00,55,52,33,24,48
2/19/2019 6:00,55,52,33,24,49
2/19/2019 7:00,54,52,32,25,50
2/19/2019 8:00,54,52,32,25,51
2/19/2019 9:00,54,52,32,26,51
2/19/2019 10:00,54,52,32,26,52
2/19/2019 11:00,55,52,31,26,52
2/19/2019 12:00,55,52,32,26,52
2/19/2019 13:00,55,52,30,27,52
2/19/2019 14:00,55,52,30,28,52
2/19/2019 15:00,55,52,30,27,52
2/19/2019 16:00,54,52,32,27,52
2/19/2019 17:00,54,52,31,27,52
2/19/2019 18:00,53,51,30,28,52
2/19/2019 19:00,53,52,32,30,52
2/19/2019 20:00,52,52,34,32,52
2/19/2019 21:00,53,52,38,32,52
2/19/2019 22:00,53,51,42,34,51
2/19/2019 23:00,52,52,43,34,51
2/20/2019 0:00,52,52,44,32,51
2/20/2019 1:00,52,52,44,31,51
2/20/2019 2:00,52,52,45,32,51
2/20/2019 3:00,52,52,44,33,50
2/20/2019 4:00,52,53,45,34,50
2/20/2019 5:00,52,53,46,35,51
2/20/2019 6:00,51,53,46,34,51
2/20/2019 7:00,51,53,47,34,51
2/20/2019 8:00,48,53,47,35,49
2/20/2019 9:00,49,53,49,35,46
2/20/2019 10:00,48,53,50,36,45
2/20/2019 11:00,48,53,50,37,45
2/20/2019 12:00,47,54,49,38,45
2/20/2019 13:00,46,54,50,37,45
2/20/2019 14:00,41,54,50,36,45
2/20/2019 15:00,34,54,49,36,44
2/20/2019 16:00,33,54,49,37,45
2/20/2019 17:00,35,54,49,38,45
2/20/2019 18:00,37,55,49,37,46
2/20/2019 19:00,39,55,46,36,45
2/20/2019 20:00,38,55,42,35,44
2/20/2019 21:00,39,55,36,36,44
2/20/2019 22:00,39,55,32,36,53
2/20/2019 23:00,40,56,31,36,53
2/21/2019 0:00,41,56,28,36,53
2/21/2019 1:00,42,55,27,36,53
2/21/2019 2:00,43,56,25,36,53
2/21/2019 3:00,44,56,26,35,53
2/21/2019 4:00,45,55,24,35,53
2/21/2019 5:00,47,55,23,34,52
2/21/2019 6:00,48,55,23,34,52
2/21/2019 7:00,50,55,22,33,52
2/21/2019 8:00,51,55,22,33,52
2/21/2019 9:00,51,55,22,31,52
2/21/2019 10:00,51,56,21,31,52
2/21/2019 11:00,51,56,22,30,52
2/21/2019 12:00,51,56,22,28,51
2/21/2019 13:00,52,56,24,28,51
2/21/2019 14:00,52,56,24,28,51
2/21/2019 15:00,51,56,22,28,51
2/21/2019 16:00,51,56,23,26,51
2/21/2019 17:00,51,57,23,26,51
2/21/2019 18:00,51,56,22,25,51
2/21/2019 19:00,51,56,23,25,51
2/21/2019 20:00,52,56,25,24,52
2/21/2019 21:00,51,56,27,24,51
2/21/2019 22:00,51,56,27,23,35
2/21/2019 23:00,51,56,28,23,36
2/22/2019 0:00,51,56,29,22,36
2/22/2019 1:00,51,55,29,21,36
2/22/2019 2:00,51,55,30,19,36
2/22/2019 3:00,51,55,30,18,36
2/22/2019 4:00,51,55,30,16,35
2/22/2019 5:00,51,55,30,17,37
2/22/2019 6:00,51,56,31,18,39
2/22/2019 7:00,51,56,31,17,40
2/22/2019 8:00,52,56,31,19,42
2/22/2019 9:00,52,56,33,20,45
2/22/2019 10:00,52,55,34,21,45
2/22/2019 11:00,52,55,35,24,47
2/22/2019 12:00,52,55,36,26,48
2/22/2019 13:00,52,55,35,27,49
2/22/2019 14:00,52,56,36,28,50
2/22/2019 15:00,52,55,37,29,51
2/22/2019 16:00,52,55,35,30,51
2/22/2019 17:00,52,55,35,30,51
2/22/2019 18:00,52,55,36,31,51
2/22/2019 19:00,52,55,39,32,51
2/22/2019 20:00,52,55,38,33,51
2/22/2019 21:00,52,55,38,31,51
2/22/2019 22:00,52,56,39,33,51
2/22/2019 23:00,52,56,38,34,51
2/23/2019 0:00,52,56,38,34,51
2/23/2019 1:00,52,57,38,34,50
2/23/2019 2:00,52,57,38,36,50
2/23/2019 3:00,53,57,38,38,50
2/23/2019 4:00,53,57,39,39,51
2/23/2019 5:00,53,57,39,39,51
2/23/2019 6:00,53,57,38,40,50
2/23/2019 7:00,53,57,38,40,50
2/23/2019 8:00,53,57,38,38,48
2/23/2019 9:00,53,57,37,36,46
2/23/2019 10:00,52,57,36,36,46
2/23/2019 11:00,52,58,34,36,45
2/23/2019 12:00,52,57,34,34,46
2/23/2019 13:00,52,57,34,33,46
2/23/2019 14:00,52,56,33,32,44
2/23/2019 15:00,52,56,32,32,43
2/23/2019 16:00,52,56,33,31,42
2/23/2019 17:00,52,56,33,31,41
2/23/2019 18:00,52,56,30,30,41
2/23/2019 19:00,52,56,27,30,40
2/23/2019 20:00,52,56,27,29,40
2/23/2019 21:00,52,56,26,30,40
2/23/2019 22:00,52,56,24,27,41
2/23/2019 23:00,51,56,24,27,41
2/24/2019 0:00,51,56,24,27,42
2/24/2019 1:00,51,56,24,28,44
2/24/2019 2:00,51,56,24,27,45
2/24/2019 3:00,51,56,24,26,45
2/24/2019 4:00,50,55,24,25,44
2/24/2019 5:00,49,55,24,26,43
2/24/2019 6:00,49,55,24,25,42
2/24/2019 7:00,48,55,24,26,41
2/24/2019 8:00,49,55,24,27,42
2/24/2019 9:00,51,55,25,28,41
2/24/2019 10:00,51,55,24,27,39
2/24/2019 11:00,50,54,25,26,38
2/24/2019 12:00,50,54,24,26,37
2/24/2019 13:00,51,54,24,26,35
2/24/2019 14:00,51,54,24,26,34
2/24/2019 15:00,51,55,24,25,34
2/24/2019 16:00,50,55,23,25,33
2/24/2019 17:00,50,55,23,26,33
2/24/2019 18:00,47,56,25,26,32
2/24/2019 19:00,47,55,24,26,31
2/24/2019 20:00,45,55,23,26,31
2/24/2019 21:00,45,55,23,25,29
2/24/2019 22:00,44,55,23,25,28
2/24/2019 23:00,43,56,23,24,28
2/25/2019 0:00,43,54,22,23,26
2/25/2019 1:00,43,54,22,23,25
